title,author,url,Keyword
Extractive social media text summarization based on MFMMR-BertSum,"(Fan et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2590005623000474,text summarization summarization utilizes summarization technique summarization task summarization baseline summarization additionally extractive summarization summarization outperforms sentencelevel textual information
Development of Patintero Game Rules and Strategies for MBots,"(Busico et al., 2023)",https://www.researchgate.net/publication/374473318_Development_of_Patintero_Game_Rules_and_Strategies_for_MBots,technology advance programming study computing programmed using use technology scratch programming programming robotics learn programming programming language software development
Development of an Enjoyable Educational Game on Fundamental Programming -Designing for Inclusion and Learning Analytics,"(Mozelius et al., 2023)",https://www.researchgate.net/publication/374449104_Development_of_an_Enjoyable_Educational_Game_on_Fundamental_Programming_-Designing_for_Inclusion_and_Learning_Analytics,educational game game educational education game academic game game development development educational development design requirement designing game design design development
Game development in Unity game engine using optical UAV data,"(Nazar et al., 2023)",https://www.researchgate.net/publication/371575852_Game_development_in_Unity_game_engine_using_optical_UAV_data,game 3d virtual reality vr based disadvantage 3d reality vr 3d 3d model generated 3d computer graphic 3d object
Fostering Cybersecurity Awareness and Skills Development Through Digital Game-Based Learning,"(Piki et al., 2023)",https://www.researchgate.net/publication/375121417_Fostering_Cybersecurity_Awareness_and_Skills_Development_Through_Digital_Game-Based_Learning,educational cybersecurity cybersecurity game cybersecurity awareness raise cybersecurity foster cybersecurity existing cybersecurity educational game cybersecurity promote secure security safety
Development of Sign Language Tutorial Mobile Application for Filipinos,"(Banag, 2023)",https://www.researchgate.net/publication/369894028_DEVELOPMENT_OF_SIGN_LANGUAGE_TUTORIAL_MOBILE_APPLICATION_FOR_FILIPINOS,filipino deaf sign language deaf student fsl signer language fsl learn filipino application developed design development development filipino fsl tutorial
Filipino Sign Language to Text Converter using K-Nearest Neighbor Algorithm,"(Linsangan et al., 2022)",https://www.researchgate.net/publication/370447825_Filipino_Sign_Language_to_Text_Converter_using_K-Nearest_Neighbor_Algorithm,filipino deaf filipino sign philippine recognizes translate filipino language filipino recognizes filipino sign language sign languagera philippine filipino
Senyas: A 3D Animated Filipino Sign Language Interpreter Using Speech Recognition,"(Alberto et al., 2022)",https://www.researchgate.net/publication/361324444_Senyas_A_3D_Animated_Filipino_Sign_Language_Interpreter_Using_Speech_Recognition,sign language language deaf deaf people people deaf deaf study individual communicate communicate verbal deaf minority deaf people communicate
Real-Time Traffic Signs and Lane Line Detection,"(Kishor et al., 2023)",https://www.researchgate.net/publication/373981974_Real-Time_Traffic_Signs_and_Lane_Line_Detection,traffic sign driver assistance classification traffic lane marking lane detection detect lane categorize traffic sign classification sign driving lane vehicle
Multi-feature fusion for snowy traffic sign detection,"(Wang et al., 2023)",https://www.researchgate.net/publication/374932386_Multi-feature_fusion_for_snowy_traffic_sign_detection,detection performance detection traffic traffic sign detecting traffic sign detection detection improved detection speed improve detection transportation detection detection algorithm
Enhancing Road Safety with Convolutional Neural Network Traffic Sign Classification,"(Hindarto, 2023)",https://www.researchgate.net/publication/375710164_Enhancing_Road_Safety_with_Convolutional_Neural_Network_Traffic_Sign_Classification,classify road classify traffic classifying traffic improve driving road safety road traffic cnns classify validation cnn cnnbased traffic intelligent driver
Automatic Traffic Sign Detection and Classification,"(Madhuri & Madhavi, 2023)",https://www.researchgate.net/publication/371964055_Automatic_Traffic_Sign_Detection_and_Classification,recognition road recognition traffic detection road classified recognition classification stage detection recognition detection stage image classification classification color segmentation
Deep learning in Transportation: Optimized driven deep residual networks for Arabic traffic sign recognition,"(Latif et al., 2023)",https://www.sciencedirect.com/science/article/pii/S1110016823007329,traffic sign sign recognition recognition concept signage smart recognition consisting recognition applied recognition using concept driverless recognition arabic traffic
Applying artificial neural network to approximate and predict the transient dynamic behavior of CO2 combined cooling and power cycle,"(He et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0360544223028451,ccp dynamic cycle ccp control ccp ccp net ccp transient behavior ccp neural network improvement ccp ccp dynamic simulation
Observation-informed modeling of artificial neural networks to predict flow and bleeding of cement-based materials,"(Kang et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0950061823035298,workability technician workability concrete evaluating workability workability using workability unexperienced technician estimate workability technician vulnerable process strength technician
Artificial neural networks in predicting of the gas molecular diffusion coefficient,"(Wang et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0263876223006718,oil model refinery petrochemical process oil oil production phase refinery oil developed oil field neural network petrochemical industry prediction method
MVC1_GUI: A MATLAB graphical user interface for first-order multivariate calibration. An upgrade including artificial neural networks modelling,"(Chiappini et al., 2020)",https://www.sciencedirect.com/science/article/abs/pii/S0169743920303300,calibration model multivariate calibration matlab calibration mvc1gui matlab graphical calibration upgrade matlab regression mlpcr outlier detection regression pcr
SOM-QE ANALYSIS: A biologically inspired technique to detect and track meaningful changes within image regions,"(Wandeto & Dresp-Langley, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823001057,expert inspection visual expert analyze medical imaging data challenging scan expert implemented diagnostically meaningful imaging inspection diagnostically
Sideffect GamePlan: Development of an alcohol and other drug serious game for high school students using a systematic and iterative user-centred game development framework,"(Nicholas et al., 2023)",https://www.sciencedirect.com/science/article/pii/S0747563223001255,game student usability game simulated classroom game design classroom environment game learning developing retention increasingly game module game inclass
Implementing sustainability in product portfolio development through digitalization and a game-based approach,"(Villamil et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352550923001586,teambased assessment usability sustainable implementation strategic approach incorporated assessment collaboration aim research development selected usability implementation success assessment product development
Apple leaf disease recognition method based on Siamese dilated Inception network with less training samples,"(Zhang et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0168169923005768,inception network cnns sdinet deep cnns trained image inception module deep learning siamese network image dataset dilated inception cnns
Recognition method of soybean leaf diseases using residual neural network based on transfer learning,"(Yu et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S1574954123001255,recognition crop recognizing soybean model soybean soybean leaf recognition model based imagenet crop leaf imagenet control soybean accuracy leaf
Employing a hybrid lion-firefly algorithm for recognition and classification of olive leaf disease in Saudi Arabia,"(Alshammari & Alzahrani, 2023)",https://www.sciencedirect.com/science/article/pii/S1110016823009687,image classification categorize picture classification cnn categorize properly classifying classification task classifying categorization accuracy overfitting categorization categorization approach
Practical cucumber leaf disease recognition using improved Swin Transformer and small sample size,"(Wang et al., 2022)",https://www.sciencedirect.com/science/article/abs/pii/S016816992200480X,image leafgan attentionguided gan augmentation recognition training image network gan network cnn dataset augmentation compared leafgan leafgan recognition plant
An improved deep learning approach for localization and recognition of plant leaf diseases,"(Alqahtani et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0957417423012198,crop disease various crop plantvillage data crop leaf yield crop crop yield percentage crop orientation crop numerous crop recognition performance
GrapeGAN: Unsupervised image enhancement for improved grape leaf disease recognition,"(Jin et al., 2022)",https://www.sciencedirect.com/science/article/abs/pii/S0168169922003726,grapegan efficiently generated grapegan effectiveness grapegan grapegan outperforms data grapegan result grapegan grape image grapegan grapegan compared grapegan higher
An optimized dense convolutional neural network model for disease recognition and classification in corn leaf,"(Waheed et al., 2020)",https://www.sciencedirect.com/science/article/abs/pii/S0168169920302180,learning crop network cnn densenet corn cnn efficientnet cnn architecture current cnn crop health quality crop existing cnn cnn
DRT: A new toolbox for the Standard EEG Data Structure in large-scale EEG applications,"(Dong et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711021001709,eeg data eeg study eeg application eeg datafile restructure eeg existing eeg standard eeg electroencephalography eeg version eeg largescale eeg
Gideon Replay: A library to replay interactions in web-applications,"(Langer et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711021001862,provenance tracking provenance research enable provenance provenance rely tracking tracking web web application tracking controlled web available library
Precise: A web-based 3D visualization and manipulation application for surgical planning of tumour resection,"(Busato et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023000948,medical 3d surgical instrument manipulation 3d create surgical designing patientspecific manipulation application collaborative platform collaboratively create expert cad 3d model
Google Trends Extraction Tool for Google Trends Extended for Health data,"(Raubenheimer, 2021)",https://www.sciencedirect.com/science/article/pii/S2665963821000087,trend data trend extraction trend website google trend trend health data google health api api trend access timeseries
Digital government: Mobile applications and their impact on access to public information,"(Castilla, Pacheco, & Franco, 2023)",https://www.sciencedirect.com/science/article/pii/S235271102300078X,develop mobile mobile technology usability mobile mobile application development methodology implement technological research develop technological initiative mobiled based development
SEBASTiAn: A static and extensible black-box application security testing tool for iOS and Android applications,"(Pagano et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001449,vulnerability mobile vetting android detection vulnerability io apps new vulnerability resiliency obfuscation mobile apps code security android io vulnerability class
MesoGenDevelopment of an Android application for the Mesoscopic modeling of concrete,"(Jamal et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711022002011,failure concrete modeling concrete model concrete concrete failure analysis concrete homogeneity concrete study concrete concrete mix concrete generated concrete challenging
GANG-MAM: GAN based enGine for Modifying Android Malware,"(Renjith et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000036,ganbased malware malware classifier malware detector android malware vulnerable adversarial adversarial attack adversarial sample adversarial successful adversarial adversarial network
Obfuscapk: An open-source black-box obfuscation tool for Android apps,"(Aonzo et al., 2020)",https://www.sciencedirect.com/science/article/pii/S2352711019302791,implemented obfuscapk obfuscapk opensource basic obfuscapk code obfuscapk usecase obfuscapk obfuscapk basic obfuscapk support obfuscation tool obfuscapk cli obfuscapk
aXBRL: Search of fraudulent XBRL instance documents with an Android app,"(Sheu, 2019)",https://www.sciencedirect.com/science/article/pii/S2352711018302334,application fuzzy axbrl app audit xbrl xbrl taxonomy taxonomy axbrl xbrl instance axbrl provide fraudulent xbrl axbrl application
ZWT: A new cross-platform graphical interface framework for Java applications,"(Cirani et al., 2020)",https://www.sciencedirect.com/science/article/pii/S2352711020303125,support java write java embedded java java running java portability java java programming java application java microedition java make
A content-based recommender system for computer science publications,"(Wang et al., 2018)",https://www.sciencedirect.com/science/article/pii/S0950705118302107,technology web computer science suitable journal information technology web development computer technology making best journal recommender computer web crawler
Data Science Toolkit: An all-in-one python library to help researchers and practitioners in implementing data science-related algorithms with less effort,"(El Hachimi et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000124,dst python toolkit dst science toolkit dataframe class data science class dataframe intelligence dst toolkit dataframe panda
Web application with data centric approach to ship powering prediction using deep learning,"(Khairuddin et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000057,ship design design data ship powering estimate ship design tool ship brake design task design scalability passenger ship naval architect
"FAT Forensics: A Python toolbox for algorithmic fairness, accountability and transparency","(Sokol et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2665963822000951,open source harm algorithm artificial intelligence source licence machine learning fairness accountability regulated certified impact python licence algorithm cause
A meta-engine for building domain-specific search engines,"(Kejriwal, 2021)",https://www.sciencedirect.com/science/article/pii/S2665963820300439,domainspecific search domainspecific insight search ds information retrieval search crawling information retrieval metaengine ds advanced research artificial
Boosting AI applications: Labeling format for complex datasets,"(Nieto, Senderos, & Otaegui, 2021)",https://www.sciencedirect.com/science/article/pii/S2352711020303666,data labeling camera lidar labeling autonomous driving annotation multisensor lidar particularly lidar annotation build autonomous ai application
IHGA: An interactive web server for large-scale and comprehensive discovery of genes of interest in hepatocellular carcinoma,"(Zhang et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2001037023002787,data ihga hcc tool gene data mining tool mining gene clinical data analysis ihga gene hcc developed ihga data mining
SOUL: Scala Oversampling and Undersampling Library for imbalance classification,"(Rodríguez et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2352711021000868,imbalanced classification classification main classification classification lack data science classification scenario known imbalanced classification problem library imbalanced science classification
A modern Blackboard Architecture implementation with external command execution capability,"(Straub, 2022)",https://www.sciencedirect.com/science/article/pii/S2665963821000798,rulefactaction network command processor rule processing functionality implementation implementation modular extensible implementation modern implementation blackboard architecture implementation feature rulefactaction
Advancing informatics with electronic medical records bots (EMRBots),"(Kartoun, 2019)",https://www.sciencedirect.com/science/article/pii/S2665963819300065,record emrs emrs subject electronic medical emrs contain level emrs emrs record emrbots medical record emrbot use documentation variety
PD-ADSV: An automated diagnosing system using voice signals and hard voting ensemble method for Parkinsons disease,"(Ghaheri et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000416,parkinson disease pdadsv diagnosing accuracy pdadsv pdadsv developed parkinson pd based alzheimers movement classifier autonomous pdadsv diagnosing pd
McDAPS: A multi-channel physiological signals display and analysis system for clinical researchers,"(Thuptimdang et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001784,recording mcdaps physiological recording visualization beattobeat beattobeat processing autonomic imbalance mcdaps interactive assessing autonomic mcdaps provides analysis software extract beattobeat
Fuzzy inference systems for predicting the mass yield in extractions of chia cake extract,"(Gracielle Johann et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2665963821000609,extraction process yield extraction extract chia fuzzy based chia extract implementation fuzzy process chia obtained extraction extraction performed used extraction
Smart garbage management system for a sustainable urban life: An IoT based application,"(Sohag & Podder, 2020)",https://www.sciencedirect.com/science/article/abs/pii/S2542660520300901,waste management management waste smart waste proposed waste collect waste waste overpopulated country waste conventional waste proper waste waste garbage
Venus: Elucidating the Impact of Amino Acid Variants on Protein Function Beyond Structure Destabilisation,"(Ferla et al., 2022)",https://www.sciencedirect.com/science/article/pii/S0022283622001413,variant protein bioinformatics tool bioinformatics disease phenotype genetic variant pathogenic variant whilst bioinformatics accurate protein score genetic protein stability
shortCardiac  An open-source framework for fast and standardized assessment of cardiac function,"(Radke et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001498,shortcardiac provides radiology artificial graphically shortcardiac cardiovascular imaging segmentation usage manual segmentation shortcardiac allows radiomics new segmentation domain radiomics
PrognosEase: A data generator for health deterioration prognosis,"(Berghout & Benbouzid, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001577,prognosease software prognosis study present prognosease degradation type prognosease type degradation degradation modeling learning degradation simplify prognosis prognosis
The soiltestcorr R package: An accessible framework for reproducible correlation analysis of crop yield and soil test data,"(Correndo et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711022001935,soiltestcorr package curve soiltestcorr soiltestcorr soil test analyzing soil soiltestcorr enables soil nutrient analysis crop response soil fertilization soil
MY SIRR: Minimalist agro-hYdrological model for Sustainable IRRigation managementSoil moisture and crop dynamics,"(Albano et al., 2017)",https://www.sciencedirect.com/science/article/pii/S2352711017300122,irrigation management sustainable irrigation irrigation strategy crop irrigation waterdriven crop crop model requirement agricultural irrigation agricultural production water resource
Plant leaf diseases detection and auto-medicine,"(Mattihalli et al., 2018)",https://www.sciencedirect.com/science/article/abs/pii/S2542660518300453,farmer gsm leaf health detection leaf gsm regarding plant information gsm database leaf message gsm leaf image detect leaf
Software AgDataBox-Map to precision agriculture management,"(Michelon et al., 2019)",https://www.sciencedirect.com/science/article/pii/S2352711019300275,agricultural data management agricultural soil management agricultural field integrates agricultural agriculture data web precision agriculture agriculture practice agricultural
"CoFly: An automated, AI-based open-source platform for UAV precision agriculture applications","(Raptis et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001103,agriculture platform classify crop precision agriculture weed classification agricultural field crop health weed detection experimentation agricultural field crop device cofly
ProtectLeaf: An insect predation analyzer for agricultural crop monitoring,"(Vieira et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002339,crop monitoring agricultural pest control agricultural decisionmaking agricultural leaf analysis agricultural environment detection insect impact agricultural protectleaf software insect estimated
gosset: An R package for analysis and synthesis of ranking data in agricultural experimentation,"(de Sousa et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023000985,insight data analysis tool data preparation experimentation data data researcher data management data synthesis data generated package analyzing data paper
"Web-based access, aggregation, and visualization of future climate projections with emphasis on agricultural assessments","(Villoria et al., 2018)",https://www.sciencedirect.com/science/article/pii/S2352711017300626,access climate climate data analysis climate climate spatial downloading climate climate related climate projection climate climate scenario future climate
ARP Cotabato: Exploring seasonal climate and rice production in Cotabato province through advanced data visualization and rapid analytics,"(Delena et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000830,agroclimate rice rice production understanding rice usability visualize agroclimate usability testing analytics visualization script visualize based usability guide decisionmaking
PC-TAS: A design environment for phase-change and classical thermoacoustic systems,"(Yang et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000899,thermoacoustic technology research thermoacoustic performance thermoacoustic phasechange thermoacoustic thermoacoustic conversion thermoacoustic work thermoacoustic thermoacoustic present thermoacoustic illustrated thermoacoustic especially
Automated Climate Monitoring System: the Case of Greenhouse Industries in Ethiopia,"(Weldeslasie et al., 2021)",https://www.sciencedirect.com/science/article/abs/pii/S2542660521000706,environment monitoring automated climate acms greenhouse climate monitoring environment monitored condition greenhouse greenhouse industry greenhouse easy greenhouse greenhouse ethiopia
A hybrid decision trees-adaptive neuro-fuzzy inference system in prediction of anti-HIV molecules,"(Kissi & Ramdani, 2011)",https://www.sciencedirect.com/science/article/abs/pii/S0957417410012480,qsar modeling hiv molecule variable qsar relationship qsar qsar antihuman qsar quantitative structureactivity immunodeficiency virus virus hiv activity model
Garbage detection and classification using a new deep learning-based machine vision system as a tool for sustainable waste recycling,"(Jin et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0956053X23001915,garbage classification garbage detection garbage identification waste recycling sustainable waste increase garbage determines recycling proposed mobilenetv2 recycling efficiency mobilenetv2 model
mart self-power generating garbage management system using deep learning for smart cities,"(Thamarai & Naresh, 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0141933123000625,waste management waste generation utilization waste utilized wastetoenergy waste classifier waste produce municipal waste waste disposal waste using disposal waste
Optimized garbage segregation and monitoring system,"(Reddy et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S2214785321051154,waste management waste bin detects waste garbage bin garbage segregation city garbage trash help garbage managed effective waste dry trash
Garbage classification system based on improved ShuffleNet v2,"(Chen et al., 2022)",https://www.sciencedirect.com/science/article/abs/pii/S0921344921006984,garbage classification classification garbage garbage collection classification technology lightweight garbage gcnet garbage classification need current garbage waste resource classification network
Pilot-scale treatment of municipal garbage mechanical dewatering wastewater by an integrated system involving partial nitrification and denitrification,"(Liao et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0301479722026615,dewatering wastewater wastewater mdw nitrification denitrification wastewater waste incineration leachate generation landfill treatment batch reactor nitrification sbr sequential landfill
Solar powered wireless water quality monitoring system for ornamental fish,"(Qian et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2590123023001433,monitoring water monitoring device remote monitoring monitoring renewable monitoring ornamental wireless water wireless monitoring energy harvesting water solar ornamental fish
Antimicrobial resistance and karst groundwater systems: A policy gap analysis for addressing water quality and contaminants of emerging concern,"(Kaiser et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S1462901123001831,karst groundwater groundwater karst protection groundwater groundwater resource groundwater quality groundwater specifically quality groundwater groundwater karst aquifer evaluates groundwater
Fast shallow water-wave solver for plane inclined beaches,"(Bueler-Faudree et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000061,numerical wave simulation wave wave algorithm analytical numerical numerical method wave equation water wave canwa comparative analytical solution canwa
An open-source camera system for experimental measurements,"(Miikki et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2352711021000339,modular camera camera module camera solution camera setup camera study camera hq camera photography study photography image capturing
ViBA Rad: Visualization and basic analysis tools for radiative cooling,"(Lee et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002583,radiative cooling cooling rc basic cooling global cooling cooling flux cooling investigated visualization radiative cooling radiative thermal radiation
Thermofeel: A python thermal comfort indices library,"(Brimicombe et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022000176,library thermofeel temperature implemented thermal climate including meteorology climate index thermofeel developed used thermal thermal index weather forecasting python library
WEUSEDTOWater End USE Dataset and TOols: An open water end use consumption dataset and data analytics tools,"(Di Mauro et al., 2022)",https://www.sciencedirect.com/science/article/pii/S2352711022001327https://www.sciencedirect.com/science/article/pii/S2352711022001327,water data consumption dataset water consumption consumption data water utility water conservation environment water data used researcher water dataset tool
Localized Actual Meteorological Year File Creator (LAF): A tool for using locally observed weather data in building energy simulations,"(Bianchi & Smith, 2019)",https://www.sciencedirect.com/science/article/pii/S2352711018300839,meteorological data weather data weather file process weather real meteorological custom weather meteorological selects weather weather station meteorological year
First portable scanning-DOAS system developed in Latin America for volcanic SO2 monitoring,"(Raponi et al., 2021)",https://www.sciencedirect.com/science/article/abs/pii/S0895981121000249,monitoring volcanic volcanic plume spectrometer plume instrument volcanic activity remote sensing volcanic environment recorded spectrometer sensing technique plume spectral
Volcanic alert system by lightning detection using the WWLLN - ash cloud monitor,"(Baissac et al., 2021)",https://www.sciencedirect.com/science/article/abs/pii/S089598112100081X,eruption alert eruption lightning alarm volcanic volcanic lightning detect volcanic activity thunderstorm classification alert detected volcano indicator eruption alert emission
BALISTICA: A software suite for ballistic motion with applications to geophysics research and education,"(Núñez-Corrales & Brenes-André, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000258,fragment trajectory particularly volcanology volcanology present task geophysics balistica research volcanology geophysics particularly geophysics trajectory deposit trajectory
EulerianLagrangian fluid dynamics platform: The ch4-project,"(Calzavarini, 2019)",https://www.sciencedirect.com/science/article/pii/S2665963819300028,turbulent flow computational fluid developed turbulence turbulent fluid dynamic different turbulent turbulence timeseries fluid environment ch4project developing turbulence
SpharaPy: A Python toolbox for spatial harmonic analysis of non-uniformly sampled data,"(Graichen, Eichardt, & Haueisen, 2019)",https://www.sciencedirect.com/science/article/pii/S2352711019301670,spharapy python spharapy package compute sphara applying spharapy analysis sphara point spharapy spharapy sphara sphara sphara determined spatial fourier
Machine learning based landslide susceptibility mapping models and GB-SAR based landslide deformation monitoring systems: Growth and evolution,"(Ganesh et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S2352938522002130,landslide examined landslide inventory based landslide landslide monitoring landslide review occurrence landslide radargbsar landslide trigger landslide type landslide field landslide
A review of Python-based code for landslide modeling and inversion using Electrical Resistivity Tomography method,"(Jabrane et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823000386,detect landslide landslide variety accurate geophysical landslide geophysical model geophysical geophysical method quantify sliding variety software software program
Web-NDefA: Open-source and web-based online platform for 3-D deformation analysis of geodetic networks,"(Bak & Çelik, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023002194,monitoring deformation deformation geodetic crustal landslide gnss software deformation analysis geodetic gnss landslide movement identify deformation deformation network deformation engineering
"DynABlock_2D: An optimization-based MATLAB application for rocking dynamics, nonlinear static and limit analysis of masonry block structures","(Portioli, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001504,dynablock2d standalone masonry block masonry structure analysis masonry matlab application standalone matlab dynablock2d matlab structure seismic block structure
Monitoring of tree tilt motion using lorawan-based wireless tree sensing system (IoTT) during super typhoon Mangkhut,"(Chau et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0168192322004683,forest management tree monitoring urban forest tree movement tree motion hazardous tree tree situation internet tree forest densely capturing tree
Field data observations for monitoring the impact of typhoon In-fa on dynamic performances of mono-pile offshore wind turbines: A novel systematic study,"(Liu et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0951833923000060,investigation typhoon vibration scada wind turbine offshore wind wind vibrational owt typhoon offshore structure structure offshore turbine owt data typhoon
On real-time estimation of typhoons-induced cable tension of long-span cable-stayed bridges from health monitoring data,"(Zhang et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0167610522003683,cable typhoon typhooninduced tension tension typhoon typhoon existing typhoon based trend typhooninduced undergoing typhoon cablestayed bridge typhoon pending severe typhoon
Application of power grid wind monitoring data in transmission line accident warning and handling affected by typhoon,"(Zhang et al., 2022)",https://www.sciencedirect.com/science/article/pii/S235248472201890X,grid typhoon typhoon prevention guide typhoon failure typhoon dynamic typhoon typhoon disaster grid meteorological typhoon influence typhoon transit proposes typhoon
Mathematical modeling of resource allocation for cognitive radio sensor health monitoring system using coevolutionary quantum-behaved particle swarm optimization,"(Tang et al., 2023)",https://www.sciencedirect.com/science/article/abs/pii/S0957417423008904,cqpso algorithm proposed cqpso health monitoring particle swarm cognitive radio monitoring application cqpso connectivity application sensor network swarm optimization
Animal factors that affect enteric methane production measured using the GreenFeed monitoring system in grazing dairy cows.,"(Starsmore et al., 2023)",https://www.sciencedirect.com/science/article/pii/S0022030223008056,pasturebased dairy grazing dairy pasturebased need production pasturebased grazing holsteinfriesian dairy production internationally pasturebased score grazing milk yield predominantly pasturebased
EcoAcousticAnalyzer: A long-term acoustic data analysis tool for environmental monitoring,"(Pulgar-Pantaleon, Sanchez-Gendriz, & Guedes, 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823001021,research ecoacoustics acoustic data ecoacousticanalyzer comprehensive ecoacoustics acoustic monitoring implementation ecoacousticanalyzer ecoacousticanalyzer explore acoustic longterm recording audio recording
PNW-Cnet v4: Automated species identification for passive acoustic monitoring,"(Ruff et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001693,wildlife specie acoustic monitoring audio data detects audio monitoring pnwcnet terrestrial wildlife forest sound pnwcnet v4 wildlife app pnwcnet
anyFish 2.0: An open-source software platform to generate and share animated fish models to study behavior,"(Ingley et al., 2015)",https://www.sciencedirect.com/science/article/pii/S2352711015000114,animal behavior behavior based zebrafish visual realistic behavioral behavior evolution 3d fish animation realistic animated behavioral visual signal
Space Time Cube analytics in QGIS and Python for hot spot detection,"(Çal??kan & Anbaro?lu, 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023001942,software geospatial taxi data opensource software software developed software existing opensource opensource free opensource qgis proposes qgis
"New, flexible and open-source fisheries self-reporting app: The Shiny4SelfReport","(Noleto-Filho et al., 2021)",https://www.sciencedirect.com/science/article/pii/S2352711021001254,data fishery fishery data datapoor fishery solution fishery integrate fishery fishery management fishery knowledge fishery aim fishery provides fishery
CPR AlgorithmA new interpolation methodology and QGIS plugin for Colour Pattern Regression between aerial images and raster maps,"(Blanco-Gómez et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2352711023000523,aerial image image raster image cpr map aerial colour pattern value colour colour according nuance aerial provide raster relationship aerial
Efficient Bayesian generalized linear models with time-varying coefficients: The walker package in R,"(Helske, 2022)",https://www.sciencedirect.com/science/article/pii/S235271102200022X,bayesian inference standard bayesian bayesian general powering bayesian model case model effect example model hamiltonian monte bayesian inference based
CaTchDes: MATLAB codes for CaratheodoryTchakaloff Near-Optimal Regression Designs,"(Bos & Vianello, 2019)",https://www.sciencedirect.com/science/article/pii/S2352711019302274,nearoptimal sampling discretizations planar regression discretizations provide matlab sampling set matlab sampling low sampling matlab package native matlab
"MBA-GUI: A chemometric graphical user interface for multi-block data visualisation, regression, classification, variable selection and automated pre-processing","(Mishra et al., 2020)",https://www.sciencedirect.com/science/article/pii/S0169743920303956,developed gui sensor mbagui matlab sensor technology industrial application matlab environment unfamiliar matlab performing data run matlab practitioner programming
HilalPy: Software to analyse lunar sighting criteria,"(Faid et al., 2023)",https://www.sciencedirect.com/science/article/pii/S2665963823001306,lunar crescent database lunar hilalpy lunar crescent criterion lunar crescent record endeavour lunar crescent 8290 lunar database hilalpy
PCA-MutPred: Prediction of Binding Free Energy Change Upon Missense Mutation in Protein-carbohydrate Complexes,"(Shanmugam et al., 2022)",https://www.sciencedirect.com/science/article/abs/pii/S0022283622001000,affinity proteincarbohydrate designing proteincarbohydrate change proteincarbohydrate proteincarbohydrate interaction carbohydratebinding protein proteincarbohydrate proteincarbohydrate complex carbohydratebinding feature amino protein alter
